0	ОНЭКСИМ стал претендентом на акции Уралкалия.	Михаил Прохоров готов к выборам в Мосгордуму.
0	Банки меняют представление клиентов о платежах с помощью банковских карт.	В банкоматах нарисовались фальшивки.
0	Кубометр приравняют к пол-литре.	Кубометр за пол-литра.
0	Суд поместил под арест главу летного профсоюза А.Шляпникова.	Индия провела морской бой с США.
0	Стало ясно, кто первым начнет продажи в России новых iPhone.	Центральные отпадающие - Российский футбол: недействующая модель.
0	Пилоты упавшего в Москве вертолета уводили его от жилых домов.	Вертолет не дотянул до жилых домов.
0	Мэрия города нацелилась на парки и леса.	Как Михаил Саакашвили пришел к власти.
0	ПДК Апшеронск в феврале 2014 введет завод плит МДФ за 9,5 млрд руб.	Росатом банкротит партнера.
0	В Краснодаре на ул. Московской заработал новый трамвайный переезд.	«Если бы у меня была возможность раньше закончить бой, то я бы ее использовал».
0	Тысячи мусульман предпочли не ездить в центр Петербурга.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	Скандального чиновника Ленобласти приговорили к сроку за избиение людей.	Владимир Путин больше не надеется на совесть взяточников.
0	Суд признал законным арест россиянки c судна Greenpeace.	Долги за услуги ЖКХ растут.
0	По факту нападения на голландского дипломата в Москве возбудили дело.	Какой футбол им не нужен - Против чего бразильцы протестуют и за что болеют.
0	Гендиректор Росбалта: Мы будем бороться за себя и за свободу слова.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	Разница в цене на квартиры разного класса в Петербурге может достигать 50%.	Длинные деньги на рынке жилья - территории - Review Петербургский экономический форум.
0	Зенит сыграет с Аустрией во втором туре Лиги чемпионов.	«Зенит» не сумел обыграть «Аустрию» в Лиге чемпионов.
0	В бюджете не оказалось средств на расширение возможностей маткапитала.	Бывших сотрудников Blackwater повторно обвинили в убийстве мирных иракцев.
0	Мобильные операторы будут готовы к переносу номеров с 1 декабря.	Госдума приняла бюджет на 2014-2016 годы в первом чтении.
0	Теймураз Габашвили впервые вышел в четвертьфинал Кубка Кремля.	Светлана Кузнецова вышла в полуфинал Кубка Кремля.
1	Георгий Маргвелашвили побеждает на выборах президента грузии.	Маргвелашвили сохранил лидерство на выборах президента Грузии.
1	Давыденко и Макарова снялись с Кубка Кремля.	Николай Давыденко снялся с Кубка Кремля.
0	Спартак ищет поле для проведения домашнего матча против Терека.	«Спартак» проведет домашний матч чемпионата России в Екатеринбурге.
1	Сенат Италии выразил доверие коалиционному правительству Энрико Летты.	Итальянский парламент выразил доверие правительству Летты.
1	Георгий Маргвелашвили побеждает на выборах президента грузии.	ЦИК Грузии объявил Маргвелашвили победителем выборов президента.
0	Уволен еще один заместитель руководителя Росреестра.	Украина станет ассоциированным членом ЦЕРН.
0	Новый сезон в Метрополитен-опера назвали русским.	Полиция приступила к проверкам всех автомобилей на выезде из Волгограда.
0	Для нас всюду - зеленый — Российская газета.	Американский профессор собрал цифровое досье на Цукерберга.
0	Для автомобилистов могут ввести экологический налог.	Фильм про «Коммунистов Петербурга и Ленобласти» взяли на фестиваль в Рим.
0	Власти начали полномасштабную проверку московских мигрантов.	В Китае шестерых функционеров посадили за пытки во время допроса.
1	Шесть военных погибли на полигоне в Псковской области.	По факту подрыва военных на полигоне под Псковом возбудили дело.
0	Часть Садового кольца перекроют на 8 суток для ремонта.	По факту подрыва военных на полигоне под Псковом возбудили дело.
1	УЕФА поставит точку в деле об обвинении болельщиков ЦСКА в расизме.	УЕФА наказал ЦСКА за расизм болельщиков.
1	Светлана Кузнецова вышла во второй круг Кубка Кремля.	Светлана Кузнецова вышла в 1/4 финала Кубка Кремля.
0	Сожитель Асияловой подозревается в причастности к теракту в Волгограде.	На Каспии потушили горевшую несколько месяцев скважину.
0	Мошенники пытались захватить активы группы российских компаний.	«Би-Би-Си» начнет продавать свои программы и шоу через интернет.
0	Сборная России при жеребьевке на ЧМ-2014 не попадет в первую корзину.	Какой футбол им не нужен - Против чего бразильцы протестуют и за что болеют.
0	В Перу могут организовать производство российской военной техники.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	Экс-министр печати Лесин назначен гендиректором холдинга Газпром-Медиа.	Министр не для печати.
0	Александр Поветкин: Владимир Кличко - не пирожок с маком.	Организаторы боя Владимира Кличко с Александром Поветкиным вышли в ноль.
1	Госдума готовит объединение Верховного и Высшего арбитражного судов.	Объединение двух высших судов назвали разрушительным.
0	Сергей Ениколопов: Враждебность направлена в первую очередь к чужакам.	ЦБ и Минфин сошлись на потолке.
1	Госдума готовит объединение Верховного и Высшего арбитражного судов.	Владимир Путин объединяет Верховный и Высший арбитражный суды.
0	В Москву привезли золото из страны Спартака и Орфея.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
1	В московском метро из кабины поезда выпал машинист.	Машинист метро выпал на ходу.
1	Спартак сыграет с Тереком в Екатеринбурге.	Спартак примет Терек в Екатеринбурге.
0	Новым президентом Грузии официально стал Георгий Маргвелашвили.	После выборов перед выбором.
0	Германия вложила 21 миллион евро в безопасность мобильных переговоров.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	При крушении вертолета на юго-востоке Москвы пострадали два человека.	Дорога привела к следствию.
0	Полицейские с Матвеевского рынка проведут год колонии за халатность.	Суд дал срок бездействию патрульных.
1	Задержаны лидеры Шереметьевского профсоюза летного состава.	Арестован исполнительный директор Шереметьевского профсоюза летного состава.
0	Россия обошла США в борьбе с грязными деньгами.	В Грузии ожидаются небольшие вожди.
0	Полицейский начальник получил срок за издевательство.	У полиции проверят местные полномочия.
0	Полиция задержала подозреваемых в избиении водителя на МКАД.	Убийцу доставили к министру.
1	Правительство поддержало законопроект о либерализации экспорта СПГ.	Правительство согласовало экспорт СПГ.
0	Шойгу отвезет в Латинскую Америку контракты на 1,7 миллиарда долларов.	Сергей Шойгу завоевывает Латинскую Америку.
1	Чиновники отказали РЖД в 30 миллиардах рублей.	От РЖД отцепляют господдержку.
0	На Филиппинах после землетрясения выросла стена.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	Интерпол занялся матчами чемпионата России по футболу.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	Защитника клуба КХЛ дисквалифицировали на 10 матчей.	Министр не для печати.
0	Сборная России по футболу проведет два товарищеских матча в ОАЭ.	Сборная России сыграет за право остаться в группе.
1	Россия договорилась с Киргизией и Таджикистаном о поставках вооружений.	Россия вооружит Киргизию и Таджикистан.
0	По делу о некачественных деталях южнокорейских реакторов обвинили 100 человек.	Наличность трудно считать, а еще труднее контролировать - Как менялось отношение граждан и банков к наличным.
1	В Башкирии обыскали офис «Единой России».	Башкирская Единая Россия попала под обыски.
1	Исаев лишился поста в руководстве «Единой России».	Руководство Единой России готово лишиться Андрея Исаева.
0	Чиновники утвердили одно из основных положений для отмены «мобильного рабства».	Рабы и соболя на экспорт - Основы международной торговли в Средневековье.
1	ЦБ ужесточит требования к владельцам платежных терминалов.	Банк России забирает себе терминалы.
0	Посла США срочно вызвали в МИД Франции из-за скандала с прослушкой.	Иностранных агентов расписали по странам.
0	Экс-мэр Владивостока госпитализирован в Москве после нападения.	Граница на рубле.
0	Роспотребнадзор перечислил нарушения на овощебазе в Бирюлеве.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	«Юнона» вышла на финишный отрезок пути к Юпитеру.	«Вопрос: где наши деньги?» - Владимир Путин выступил на Петербургском международном экономическом форуме.
0	В России на четверть подорожало молоко.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
1	Геннадий Онищенко покинул пост главы Роспотребнадзора.	Геннадию Онищенко запретили Роспотребнадзор.
0	В Армении ограбили российских военных.	Россия и НАТО выступят единым фондом.
0	Фигурантами дела о погроме в Бирюлеве стали три человека.	Какой футбол им не нужен - Против чего бразильцы протестуют и за что болеют.
0	Сборная России по футболу вышла на чемпионат мира.	Игорь Варламов — из Рио-де-Жанейро.
0	На чилийского политика подали в суд за покушение на Пиночета.	Как Михаил Саакашвили пришел к власти.
0	«АиФ» обратился в Twitter за защитой от хакеров.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
1	По факту беспорядков на матче «Шинник» — «Спартак» завели дело.	Беспорядки на матче «Шинник» — «Спартак».
0	Ректоры предложили увеличить число военных кафедр в российских вузах.	Военные кафедры призывают в вузы.
1	Пакистан уличили в тайной поддержке ударов с американских беспилотников.	Пакистан выбил деньги из ударов беспилотников.
0	Хорватским футболистам нашли тренера на стыковые матчи к ЧМ-2014.	Все вроде замечательно, но теперь стоит вопрос - а что будет после Игр?
0	Нигерийский суд оправдал российских моряков по делу о контрабанде.	Огонь погас, победа осталась.
1	Страхование жилья станет добровольным, выгодным и вынужденным.	Страхование жилья в России будет добровольным и выгодным.
0	Страхование жилья станет добровольным, выгодным и вынужденным.	В России разработают механизм добровольного страхования жилья.
1	Куриные яйца выведут на биржу.	Куриными яйцами начнут торговать на бирже.
0	Выдачу депутатских мандатов могут поставить под контроль.	Мясо в России не будет дорожать до конца года.
1	Олимпийские рубли: В обращение выпущены монеты, посвященные Играм в Сочи.	Банк России выпустил в обращение олимпийскую памятную монету.
0	Правительство Новосибирской области приобретет акции «Биотехнопарка».	К Новому году в столице откроется еще две станции метро.
0	В Вильнюсе подписано соглашение об ассоциации Украины и ЕС.	Президент Украины рассказал о причинах отказа от ассоциации с ЕС.
0	В Добрянке суд отказался привлекать к ответственности организатора народного схода.	МИД посоветовал россиянам отказаться от поездок на Филиппины.
1	Президент Украины пожаловался коллегам из ЕС на сильную Россию.	На саммите в Вильнюсе президент Украины объяснится с ЕС.
0	Мэр Риги назвал причину обрушения торгового центра.	После обрушения крыши в здании торгового центра в Риге возникла паника.
1	В вузах Петербурга появятся люди, ответственные за идеологию.	В вузах Петербурга вводят должность ответственного за идеологию.
1	Россия потратит на уничтожение сирийского химоружия 2 млн долл.	РФ выделит два миллиона долларов на уничтожение сирийского химоружия.
1	Суд продлил домашний арест Е.Васильевой.	Евгении Васильевой продлили домашний арест.
0	Петербуржцы голосуют за искусственную новогоднюю ель на Дворцовой площади.	Петербуржцы проголосуют за новогоднюю ель.
1	Компания Татарстан приостановила эксплуатацию оставшегося Boeing.	Компания «Татарстан» приостановила эксплуатацию Boeing 737.
1	Сахалинские власти покупают 49% дальневосточной компании Аэрофлота.	Власти Сахалина купят половину дальневосточной компании «Аэрофлота».
1	В Татарстане начался сбор средств семьям погибших при крушении Boeing.	Начат сбор средств для родственников погибших в авиакатастрофе.
1	Госпитализирован конструктор Михаил Калашников.	Конструктор Калашников попал в больницу.
1	Число жертв теракта в Волгограде выросло до семи человек.	Число жертв теракта в Волгограде выросло до семи.
0	Египет объявил турецкого посла персоной нон грата.	Турция объявила египетского посла персоной нон грата.
1	Факел Сочинской Олимпиады погрузился на дно Байкала.	Олимпийский факел побывал на дне Байкала.
1	Аэропорт Казани возобновил работу после трагедии.	Аэропорт Казани вновь заработал.
1	В Париже скончался режиссер фильма Профессионал Жорж Лотнер.	Скончался режиссер фильма «Профессионал» Жорж Лотнер.
1	В Москве задержан пьяный водитель с документами депутата Мособлдумы.	Депутата Мособлдумы задержали за вождение в нетрезвом виде.
1	Следствие исключило теракт из версий крушения Bоeing в Казани.	Следствие исключило версию теракта в казанской катастрофе.
0	Опубликовано видео крушения Boeing в Казани.	Обнаружены «черные ящики» разбившегося в Казани самолета.
0	Черные ящики Boeing 737 серьезно повреждены.	Обнаружены «черные ящики» разбившегося в Казани самолета.
1	МВД выявило крупные хищения средств Минздрава.	В Минздраве РФ выявили многомиллионные хищения.
1	США вели с Ираном секретные переговоры по ядерной проблеме.	США признались в тайных переговорах с Ираном.
1	Украина объявила о согласии России на пересмотр газового контракта.	Украина заявила о согласии России на пересмотр газового контракта.
1	Скончался бывший губернатор Кубани Николай Кондратенко.	Скончался бывший губернатор Краснодарского края Николай Кондратенко.
1	Спецназ в Киеве применил слезоточивый газ.	Милиция применила слезоточивый газ против демонстрантов в Киеве.
0	Ректор КубГАУ выразил соболезнования родным и близким Н.Кондратенко.	Скончался бывший губернатор Краснодарского края Николай Кондратенко.
1	На станции Спортивная московского метро человек упал на рельсы.	На станции «Спортивная» в московском метро пассажир упал на рельсы.
1	Сильный шторм оставил без света 75 тыс. жителей Чикаго.	В Чикаго 75 тысяч человек остались без света из-за шторма.
1	Аэропорт Лос-Анджелеса эвакуировали из-за стрельбы.	В аэропорту Лос-Анджелеса объявлена эвакуация из-за стрельбы.
0	Аэропорт Лос-Анджелеса эвакуировали из-за стрельбы.	В результате стрельбы в аэропорту Лос-Анджелеса погиб один человек.
1	Экс-главе Большого театра нашли работу в гуманитарном фонде СНГ.	Бывшему директору Большого театра нашли новую работу.
1	Лидер неонацистов стал главой региона в Словакии.	Лидер словацких националистов стал главой региона.
1	В Таиланде демонстранты ворвались в Министерство финансов.	В Бангкоке демонстранты ворвались в здание министерства финансов.
1	В Москве полиция освободила похищенного сына бизнесмена.	В Москве освобожден похищенный сын бизнесмена.
1	Новые столкновения в центре Киева: милиция применила газ.	Против митингующих в Киеве применили слезоточивый газ.
1	В московском метро найден мертвый полицейский.	В московском метро нашли мертвого полицейского.
1	Арбитраж признал незаконной выплату золотого парашюта А.Провоторову.	Выплату «золотого парашюта» бывшему главе «Ростелекома» признали незаконной.
1	Замначальника полиции по Свиблово пытался покончить с собой.	Замначальника ОМВД Свиблово попытался покончить с собой.
1	На Алтае в ДТП с пассажирским автобусом пострадали 10 человек.	На Алтае перевернулся пассажирский автобус.
1	Мощное землетрясение в Чили: столица в панике.	В Чили произошло землетрясение.
1	РЖД не будет повышать тарифы для пассажиров купе и СВ.	РЖД заморозила тарифы на проезд в купе и СВ.
1	Крупнейшему в Европе лоукостеру разрешили летать в Россию.	Ryanair разрешили летать в Россию.
1	СКР завершил расследование дела С.Удальцова и Л.Развозжаева.	Завершено расследование уголовного дела против Удальцова.
1	В Киеве спецназ вновь применил газ.	Против митингующих в Киеве применили слезоточивый газ.
1	В люблинской Москве задержали около 700 незаконных мигрантов.	Полиция задержала 700 человек в торговом центре «Москва».
1	МАК подтвердил информацию об обнаружении самописцев разбившегося в Казани самолета.	Обнаружены «черные ящики» разбившегося в Казани самолета.
0	МАК подтвердил информацию об обнаружении самописцев разбившегося в Казани самолета.	«Черные ящики» разбившегося «Боинга» отправили в Москву.
1	В Петербурге раненного в ДТП ребенка отвезли в храм, а не в больницу.	В Петербурге раненого младенца повезли в церковь вместо больницы.
0	В связи с авиакатастрофой открытие школы вратарей в Казани перенесено.	Время открытия аэропорта Казани перенесли.
1	В аэропорту Казани отменено или отложено более 50 рейсов.	В казанском аэропорту отменили 53 рейса.
0	В аэропорту Казани отменено или отложено более 50 рейсов.	Аэропорт Казани вновь заработал.
1	УНИКС организует сбор средств для семей погибших в авиакатастрофе.	Начат сбор средств для родственников погибших в авиакатастрофе.
0	«Черные ящики» разбившегося в Казани «Боинга» до сих пор не найдены.	Обнаружены «черные ящики» разбившегося в Казани самолета.
0	«Черные ящики» разбившегося в Казани «Боинга» до сих пор не найдены.	«Черные ящики» разбившегося «Боинга» отправили в Москву.
1	Сирийские курды объявили о формировании правительства автономии.	Сирийские курды объявили о создании переходного правительства.
1	Суд арестовал имущество братьев Навальных.	Суд арестовал имущество Навального.
0	Суд арестовал имущество братьев Навальных.	Суд перепутал братьев Навальных.
1	Суд арестовал имущество братьев Навальных.	Суд арестовал имущество обоих братьев Навальных.
1	Польский посол вызван в МИД РФ после беспорядков в Варшаве.	Посла Польши вызвали на ковер в МИД РФ.
1	Белоруссия намерена ввести налог на участие в дорожном движении.	Белорусских автомобилистов обложат пошлиной за участие в дорожном движении.
1	Apple объявила российские цены на воздушные iPad.	Объявлены российские цены на новые планшеты iPad.
0	Минэнерго: Перебоев со светом во время Олимпиады в Сочи не будет.	Прозападная сирийская оппозиция сформировала временное правительство.
1	Скончался космонавт Александр Серебров.	Умер космонавт Александр Серебров.
1	Майкл Дуглас и Кэтрин Зета-Джонс сошлись после 6 месяцев разлуки.	Майкл Дуглас и Кэтрин Зета-Джонс воссоединились.
1	Бизнесмен просит $25 млн за помощь в ликвидации Усамы бен Ладена.	Бизнесмен из США потребовал у ФБР награду за помощь в ликвидации бин Ладена.
0	В Петербурге произошел пожар в психоневрологическом отделении ВМА.	Пожар в психоневрологической клинике в Петербурге потушили.
1	Армения осталась без электричества.	В Армении отключилось электричество.
1	Министр сельского хозяйства Бурятии арестован.	Суд арестовал министра сельского хозяйства Бурятии.
1	Затраты на теракт на площади Тяньаньмэнь составили $6,5 тыс.	Теракт на площади Тяньаньмэнь организовали за 6,5 тысячи долларов.
1	В Ливане похитили граждан Германии.	Двое граждан Германии похищены в Ливане.
1	На космодроме Плесецк погибли от отравления два офицера.	На космодроме Плесецк погибли два офицера.
1	Полиция назвала имя стрелка из аэропорта Лос-Анджелеса.	Полиция назвала имя открывшего стрельбу в аэропорту Лос-Анджелеса.
1	В Москве ранили лидера Федерации мигрантов России.	В Москве ранили представителя Федерации мигрантов.
1	ФМС предлагает отказаться от выдачи паспортов с 2016 года.	ФМС предложила прекратить выдачу российских паспортов с 2016 года.
1	В Таиланде затонул паром с россиянами: есть жертвы.	В Таиланде затонул паром с россиянами на борту.
1	В Таиланде затонул паром с россиянами: есть жертвы.	При крушении таиландского парома погибли россияне.
1	Пожар в театре Школа современной пьесы потушен.	Пожар в «Школе современной пьесы» потушен.
1	В Москве горит здание театра Школа Современной пьесы.	В Москве загорелся театр «Школа современной пьесы».
0	В Москве горит здание театра Школа Современной пьесы.	Пожар в «Школе современной пьесы» потушен.
1	На Ставрополье автобус с детской спортивной командой попал в ДТП.	Автобус с детьми попал в аварию на Ставрополье.
1	В Таиланде затонул паром с россиянами.	В Таиланде затонул паром с россиянами на борту.
0	Непогода и полиция остановили Русский марш в Москве.	В Москве начался сбор участников «Русского марша».
1	Непогода и полиция остановили Русский марш в Москве.	В Москве завершился «Русский марш».
1	В Москве проходит Русский марш.	В Москве начался сбор участников «Русского марша».
1	США отправят на помощь пострадавшим от тайфуна Филиппинам авианосец.	США отправили на помощь Филиппинам авианосец.
1	Яндекс сделал карту мира подробнее и понятнее.	«Яндекс» запустил подробную карту мира.
0	Лайнер Москва - Манчестер сел в Копенгагене из-за фанатов ЦСКА.	Фанатов ЦСКА сняли с рейса в Манчестер.
1	В Махачкале убили федерального судью.	В Махачкале застрелили федерального судью.
0	МИД: Никто из россиян не погиб при крушении парома в Таиланде.	Число погибших при крушении таиландского парома россиян возросло.
1	МИД: Никто из россиян не погиб при крушении парома в Таиланде.	Посольство РФ в Таиланде опровергло гибель россиян при крушении парома.
0	Крушение парома в Таиланде: МИД подтвердил гибель одной россиянки.	После крушения парома в Таиланде госпитализировали четырех россиян.
0	Крушение парома в Таиланде: МИД подтвердил гибель одной россиянки.	Посольство РФ в Таиланде опровергло гибель россиян при крушении парома.
1	В Волгоградской области из здания полиции украли оружие.	В Волгоградской области ограбили здание полиции.
0	Сыновья наркоманов обладают повышенной устойчивостью к кокаину.	«Хвост» сделал роботомашину устойчивее на поворотах.
1	В Мексике зомби и мумия напали на ювелирную лавку.	«Зомби» ограбили ювелирный магазин в Мексике.
1	В Таиланде при крушении парома погибли трое россиян.	Число погибших при крушении таиландского парома россиян возросло.
1	В Таиланде при крушении парома погибли трое россиян.	После крушения парома в Таиланде госпитализировали четырех россиян.
0	В Таиланде при крушении парома погибли трое россиян.	Посольство РФ в Таиланде опровергло гибель россиян при крушении парома.
1	Русский марш в Москве завершился задержанием 20 человек.	В Москве завершился «Русский марш».
0	Лишенный полномочий мэр Торонто грозит соперникам открытой войной.	Уличенного в пьянстве мэра Торонто лишили оставшихся полномочий.
0	Заммэра Москвы: Приватизации ВВЦ не будет.	В Сомали приехал «первый за 22 года турист».
1	Сжиженный газ с Ямала покроет 10% потребностей Испании.	«Ямал-СПГ» поставит газ в Испанию.
0	Etihad Airways первой из арабских компаний вышла на внутриевропейский рынок.	К фигуранту «болотного дела» второй день подряд не пустили «скорую».
1	Сталинград установил рекорд по сборам в китайском прокате.	«Сталинград» покорил китайский прокат.
0	Новосибирская ГЭС включена в энергосхему России.	Новые «Голодные игры» стали лидером российского проката.
1	В Бангладеш 152 солдата приговорены к смерти за мятеж пограничников.	В Бангладеш приговорили к смерти 150 пограничников.
1	Ростелеком заблокировал часть ресурсов ВКонтакте.	«Ростелеком» объявил о частичной блокировке «ВКонтакте».
1	МВД предлагает наклеивать микрочипы на лобовое стекло автомобилей.	МВД предложило клеить радиочипы под лобовое стекло машин.
1	Госдума может запретить мелкий шрифт в договорах.	Депутатам предложили запретить мелкий шрифт в договорах.
1	По делу о хищениях материнского капитала арестован первый фигурант.	По делу о хищении материнского капитала арестовали первого подозреваемого.
1	Президент РФ оценил потери от газовой скидки Киеву в 10 млрд долл.	Путин оценил потери от газовой скидки Киеву в десять миллиардов долларов.
1	Один из черных ящиков разбившегося в Казани Boeing оказался пустым.	«Черный ящик» разбившегося «Боинга» оказался пустым.
1	Сергея Цапка и его подельников осудили пожизненно.	Сергея Цапка осудили на пожизненный срок.
0	Газпром: Чечня не заплатила за половину поставленного в 2013г. газа.	«Газпром» пожаловался на пропажу половины поставляемого в Чечню газа.
1	Газпром-Медиа Холдинг покупает ПрофМедиа у В.Потанина.	«Газпром-Медиа» купит холдинг «ПрофМедиа».
1	Движение по Волоколамскому тоннелю ограничили из-за гололедицы.	Движение по Волоколамскому тоннелю в Москве нарушено из-за гололедицы.
0	Въезд в олимпийский Сочи на посторонней машине обойдется в 3 тыс. руб.	Госдума одобрила «олимпийские» штрафы для водителей.
1	Ростелеком заблокировал ВКонтакте по ошибке.	«Ростелеком» назвал блокировку «ВКонтакте» ошибкой.
1	В Йемене убили двух российских военных.	В Йемене застрелили двух россиян.
1	Рожавшую на крыльце роддома мигрантку госпитализировали из зала суда.	Рожавшую на крыльце роддома мигрантку госпитализировали.
1	Делегация палестинских переговорщиков с Израилем ушла в отставку.	Палестинская делегация на переговорах с Израилем ушла в отставку.
1	Идеологом Единой России вместо А.Исаева стал С.Железняк.	На посту идеолога «Единой России» Исаева сменил Железняк.
0	Израиль приостановил строительство новых домов на Западном берегу.	Израиль одобрил строительство 20 тысяч домов на Западном берегу.
1	Израиль приостановил строительство новых домов на Западном берегу.	Израиль приостановил планы строительства новых поселений.
1	Акции Мечела обвалились на 47%.	Акции «Мечела» обвалились на 50 процентов.
1	Московская биржа назвала причину приостановки торгов.	Московская биржа назвала причину часового перерыва в торгах.
