non-duplicate	Network-manager cannot install, dependency issue	Internet issues with Ubuntu in oracle virtual box
duplicate	New Sound Devices Show up in Hardware But not Input or Output	USB Speakers are recognised, but can't be selected in sound menu
non-duplicate	Specify point release on d-i preseeding	Really impossible to have Gimp 2.8 on Ubuntu 11.10?
duplicate	Unity does not start in Ubuntu 13.04	Unity won't start after upgrading to 13.04
non-duplicate	Why isn't a license shown when installing (and when installing most software)?	Ubuntu One Installation goes fail
non-duplicate	resolv.conf keeps getting reset by something	How to compile and install ia32-libs in Ubuntu 14.04?
duplicate	There's an issue with an Alpha/Beta Release of Ubuntu, what should I do?	Issue with first time login/getting to boot menu
non-duplicate	change gui boot screen to text	PostgreSQL data diff
non-duplicate	Monitor turns off when I unplug from AC power, how do I stop this?	Recommendation for a dictation software
duplicate	How to disable autohiding for launcher in Unity	Is there a way to make the sidebar be out permanently?
duplicate	Use existing Ubuntu partition as an installation image?	Is it possible to create an installation disk of Ubuntu, from an already existing installation?
duplicate	Deleted Partition Recovery	How to recover deleted partition table information
duplicate	How can I improve overall system performance?	How to improve performances
duplicate	What's your recommendation on drive partitioning schemes for a desktop and home server?	What is the recommended partition set up?
duplicate	Two ethernet ports on motherboard. How can I get double the bandwidth?	Is there a way to distribute Wi-Fi load across multiple adapters?
duplicate	How do I install Ubuntu?	How do I install Ubuntu (I'm a linux noob)?
non-duplicate	Duplicate Packages Error in Ubuntu 14.04	Why do I have to install apache2-utils when installing node.js?
duplicate	How to enable Nautilus desktop management in Gnome Shell?	How do I get Nautilus to handle the desktop succesfully in Gnome Shell?
duplicate	How do I resize my current ubuntu partition?	Why doesn't available space increase if I grow my virtual hard drive?
duplicate	Uninstalling GRUB from UEFI laptop	grub rescue when trying to fix dualboot with Windows 8, what can I do?
non-duplicate	Battery Indicator Error. D-Bus	Unable to use keyboard at Grub menu OS selection
non-duplicate	System running in low graphics mode	What are the advantages and disadvantages of using WICD?
duplicate	Gdk Gtk warnings and errors from the command line	running evince get error: gdk_window_get_pointer?
duplicate	Gnome 3 notifications are replaced with notify-osd when the machine goes to sleep	Is it possible to replace notify-osd with Gnome 3 Indicators?
duplicate	How to remove Ubuntu and put Windows back on?	I'm having problems with Ubuntu
duplicate	My computer boots to a black screen, what options do I have to fix it?	Black screen installing Ubuntu 12.04 on HP pavilion g6
non-duplicate	Error 503 - Varnish cache server	Mouse pointer/cursor is missing
non-duplicate	Partition Scheme confusion	ubuntu 12.04 Wifi not working
duplicate	My computer boots to a black screen, what options do I have to fix it?	booting ubuntu from a pen drive I get a purple screen
non-duplicate	Which group do I need to add a user to to give them access to editing network connections?	How do I get an Acer FlatBed Scanner 22 working?
duplicate	Ubuntu not booting, thrown into Busybox	ubuntu 13.04 boot problem
non-duplicate	Can't format or delete partitions in pendirve cause of gpt table error	Rabbit vcs is not getting installed. Ubuntu 12.04
duplicate	How to control LightDM power saving preferences?	Screen always on when on Lightdm login
non-duplicate	Global keyboard shortcut for new browser tab	Is there a way to form network connections using shell script?
non-duplicate	Installing gflags 12.04	I installed Linux on a partition and now I don't know how to boot it
duplicate	Failed to download repository information due to missing CDROM	Ubuntu One Installation error - W:Failed to fetch cdrom://Ubunto 12.04.2 LTS_Precise
duplicate	"method driver /usr/lib/apt/methods/https could not be found" update error	E:Method /usr/lib/apt/methods/
duplicate	How can I install software or packages without Internet (offline)?	"Offline" (CDROM) Package Repository
duplicate	Gedit 3.6.1, how to increase the number of recent files from its default of 5?	Why does my gedit "open" pulldown not show any recent documents?
duplicate	How to change administrator username?	Cannot figure out how to change username through recovery mode or terminal?
duplicate	Unable to run executable link	Can we execute a shell script by clicking
non-duplicate	Is it possible to keep GNOME 2 in 11.10?	finger print sensor for project
duplicate	How do I do a complete BIND9 DNS Server Configuration with a hostname?	how do i configure my DNS server for a local network?
duplicate	Unity doesn't load, no Launcher, no Dash appears	Help with first try boot
duplicate	Installing Ubuntu on a SSD	installation on SSD
non-duplicate	Is there any groups for software development in ubuntu?	Can't boot into unity/ubuntu after installing KDE
duplicate	Skipping intermediate Ubuntu OS upgrade to latest one,How do I upgrade from 9.04 to 10.04.2?	Upgrade remote server from 9.04 to Ubuntu LTS
duplicate	Can I move the Unity launcher?	Will Precise include an option to move the Unity Launcher?
non-duplicate	No signal on Monitor	Ubuntu indicators in Mate or XFCE
non-duplicate	Wifi/Ethernet Not detecting/connecting on 14.04	Tracking IP's that access the server?
duplicate	Trouble downloading updates due to a "Hash sum mismatch" error	unable to install anything from software center - package issues in 12.10 - fresh intallation
non-duplicate	Are my video drivers in use?	What is apt-get equivalent of "aptitude why"?
non-duplicate	High Load, but nothing running?	Theme gnome panel handles in flashback session
non-duplicate	Sharing partitions between Ubuntu and Windows	Problems while using an SSD. Some HDD and SSD partitions fail to mount
duplicate	How to revert to GNOME Classic Desktop?	how to get ubuntu classic back on ubuntu 11.10
duplicate	How to revert to GNOME Classic Desktop?	Change the Ubuntu layout back?
non-duplicate	Why is it my Windows XP and Windows 7 PC/laptop can find and connect to my Ubuntu file server while my Ubuntu laptop cannot see it?	Add file to set screen size on Xorg
duplicate	Ubuntu gets stuck in a Login Loop	Ubuntu 11.10 won't let me login; it kicks me back to login screen
duplicate	How to Install the new Gnome Boxes?	How do I install gnome-boxes?
non-duplicate	Hardware does not support unity after reboot	Do/will webapps work in Kubuntu 12.10?
non-duplicate	How to set Shutter as default screenshoter in Ubuntu 14.04	Failing to install Aptana
duplicate	How to permanently disable monitor power saver using the command line?	Ubuntu 12.04: Virtual console is dimmed
non-duplicate	How to install changes to /etc/crontab	edit connection in network manager puzzling me
non-duplicate	Can't sync music on Nexus 4 with rhythmbox	Unity Locks Up in Live CD
duplicate	Unity doesn't load, no Launcher, no Dash appears	Installed 12.04, have no user interface, only the wallpaper backcground
duplicate	connecting to wifi internet using TP-Link (TL-WN723N) usb adapter with Ubuntu 12.10	TP-LINK TL-WN725N can not work in kernel 3.2.0-40-generic under 12.04
non-duplicate	kernel 3.13.0.32 Fan RPMs greatly increased	Why is Ubuntu failing to recognise folders on cds?
non-duplicate	I am unable to login to my Ubuntu machine or reinstall	After upgrade to 12.04, hanging in login screen
duplicate	My computer boots to a black screen, what options do I have to fix it?	Black screen, X cursor after boot
non-duplicate	GParted can't create partition/partition table:	cloning disks with Lubuntu 12.04 lead to LVDS interface error
duplicate	How do I install Ubuntu?	How to install Ubuntu on hp pavilion g6
non-duplicate	How to deal with configuration style warnings occuring from TexLive 2012 installation?	Problem on mounting partitions after create new account
non-duplicate	I can only receive file using bluetooth in Xubuntu	Lenovo-IdeaPad-Y510P ubuntu 14.04 bluetooth not working/recognised
non-duplicate	Is it possible to retrieve the data by using Recuva software	error while configuring new kernel?
duplicate	How do I install Truecrypt?	How to install Truecrypt?
duplicate	How to add Rhythmbox controls to the sound menu?	Is it possible to add the Rhythmbox volume controls in the Sound Menu?
non-duplicate	Music player that supports multiple genres	Dropbox sys-tray functions broken
non-duplicate	"Operation System not found" Dell XPS 15Z L511Z	Looking for a multi-monitor wallpaper switcher
non-duplicate	How do I set PATH variables for all users on a server?	Wireless does not detect network on an Acer 5750 with a Broadcom 43227
non-duplicate	Ubuntu 12.04 server Installation issue	lost hard drive while upgrading
duplicate	How to install all existing media codecs?	Ubuntu 12.04 media player does not show video?
non-duplicate	How to open a file as you type out its directory?	Can't install updates, Pleas help
non-duplicate	My Lenovo Ideapad u165 wireless doesn't work 	Flash Drive Boot Not Detecting Hard Drive
non-duplicate	How to set compose key to pause in 13.10?	Out of screen window
non-duplicate	Wrong keyboard layout when connecting with VNC	GRUB missing after removing drive with Ubuntu
duplicate	Is it possible to change language for user interface temporarily?	Is it possible to launch an application in a language other than the system language?
duplicate	How to install software or upgrade from old unsupported release?	Unable to install MYSQL Natty-security issue
duplicate	How resilient is Ubuntu to repeated "power-off" shutdowns?	Will computer being shut down due to power failure affect my system files, or speed in any way?
duplicate	Why can't I choose Ubuntu at boot?	Boot menu frozen
non-duplicate	What exactly is Unity?	Install Ubuntu in ChromeBox Samsung
non-duplicate	Sane path to distribution upgrades	Is there an Ubuntu 12.04 netbook edition?
duplicate	Can I move the Unity launcher?	Can I change the launcher location?
duplicate	Duplicated entries in Ubuntu One	Why do two pc's show up on my account when I  only own one?
non-duplicate	How to disable num lock warning	What audio enhancers are available?
duplicate	My computer boots to a black screen, what options do I have to fix it?	I get a blank screen when I CTRL-ALT-F2 in Ubuntu 12.04
non-duplicate	samsung galaxy SIII mini drivers for linux	Why doesn't System Monitor show activity over ethernet connections?
duplicate	How can I install Windows software or games?	Which apps run on Ubuntu
non-duplicate	How do I install XAMPP?	Is it safe to configure "Shutdown" on "When laptop lid is closed"?
duplicate	How do I replace Windows with Ubuntu, yet keep my data?	Replacing windows od drive with ubuntu
duplicate	How to change GTK+ theme?	How do I install a theme?
non-duplicate	Mouse stuttering in Ubuntu 13.04	How do you install a file in a tar archive?
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	Dual boot for a windows 8 laptop
non-duplicate	How to install NotifyOSD-Config?	how I can install a package. deb without internet connection in the terminal?
duplicate	How can I burn an ISO file to a blank disk?	How do I build a BOOT disk!
duplicate	How do I configure the launcher to "dodge windows"?	Launcher feature  "dodge windows" is no longer available in 12.04
duplicate	How can I set up password-less SSH login?	How to setup login your SSH server with Public/Private key authentification?
duplicate	Why does 'quickly package' fail with "An error has occurred when creating debian packaging"?	All special dependencies are lost when I do "quickly share" or "quickly  package"
duplicate	How can I add a new user as sudoer using the command line?	I am not in "sudoers" even though I am only user
duplicate	How can I disable the "popping" sound when adjusting the volume?	how to silently adjust system volume?
non-duplicate	How to resize the System Settings window?	ConnMan not detecting already existing wireless network
duplicate	Compiling source into a DEB package	How to convert .tar.gz etc to .deb format using ubucompilator/checkinstall?
duplicate	What is the Ayatana Project?	What is X-Ayatana?
duplicate	How to permanently switch Caps Lock and Esc	How do I switch the escape and caps lock key in 13.10 or using any linux machine?
non-duplicate	Cannot access the Internet on Ubuntu 13.04	Adding an existing user to an existing group isn't working with usermod -a -G
duplicate	How can I get Broadcom BCM4311 Wireless working?	No Wireless LAN HP Pavillion dv6000
duplicate	Can I change the Unity Launcher transparency?	Is there a way to set Unity 3d's dock/launcher to be completely opaque like Unity 2d's?
non-duplicate	I can not connect to wireless network Ubuntu 12.04	Are there any tools for working with PL/SQL?
non-duplicate	Is symbolic link to ~/something dependent on logged user?	Sony BTN200 bluetooth headphone on Ubuntu 12.04 LTS
duplicate	How to hide top menubar bar. Needed for the wine	How to hide top panel in ubuntu desktop
non-duplicate	I can't turn on my bluetooth?	Remote Ubuntu Server Terminal over Internet without IP Public
non-duplicate	broadcom 43225 wireless on acer laptop is disabled	How do I include basic image editing in my python application?
non-duplicate	Running Compiz on Ubuntu-studio	Packages have unmet dependencies, why?
duplicate	How do I install Ubuntu?	Download File does not do anything
non-duplicate	Internet is extremely slow on Ubuntu; fine on Windows?	Ubuntu 12.04 x64 Installer freezes/hangs
duplicate	How can I set default terminal used in Unity?	Where can I set the default terminal emulator?
duplicate	Can't boot without Flash Drive plugged in	Ubuntu 12.04 doesn't start after installing with LiveUSB
non-duplicate	Error mounting my additional partitions after editing fstab?	How can I see an image(.img) in disk?
duplicate	Installing Broadcom Wireless Drivers	Broadcom BCM4313 on 11.10
non-duplicate	Guides for Ubuntu Software	Remove the additional entries in grub
duplicate	How to correctly enable Desktop Cube in Unity 3D?	I cannot find the cube option in Compiz on Ubuntu 12.10?
non-duplicate	Ubuntu 12.04 boot to blank screen after upgrading nvidia graphic driver	How to run Blackberry Desktop Software?
duplicate	How can I get a DisplayLink USB monitor under Ubuntu (any recent version)?	How to get work Ubuntu and Displaylink
non-duplicate	Ubuntu 13.04 users switching without password	How to install ubuntu alongside with windows 7?
duplicate	How to change color of unity workspace border, and window resize	How to get rid of the orange highlight in Unity?
duplicate	Brasero says it won't burn the CD because the file is too big, what's going on?	Can I downlaod Ububtu onto a disk
non-duplicate	Integrating Pidgin with Online Accounts	I accidentaly removed ubuntu software centre
non-duplicate	Vino Server not starting remotely	Syncing a folder between Laptop and Linux server
non-duplicate	Running commands on boot in 11.10	How to highlight active workspace switcher's workspace name?
non-duplicate	dual booting windows 8.1 and ubuntu 14.04, hard disk partitioning	Ubuntu Software Center does not work
duplicate	My computer boots to a black screen, what options do I have to fix it?	My screen goes black(that is back lights goes off) when tried to install ubuntu 11.04 or greater versions like 12.04
non-duplicate	Few GUI problems with minimal install	Ubuntu Gnome 3 and Windwos FAIL BOOT
non-duplicate	I want to execute a terminal command using php?	Why I can't login with admin accounts but I can with guest account?
duplicate	How to disable autohiding for launcher in Unity	Launchbar fix position
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	Instaling Ubuntu 13.04 alongside windows 8 OS
non-duplicate	Compiz/Unity broken with ATI Radeon HD6670 Ubuntu 13.04 after reboot	sendto: Permission denied error
non-duplicate	iPad 3 iOS 7.1.1 Sync Music	Ubuntu 12.10 won't upgrade nVidia Drivers
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	SSD and HDD Dual Boot
duplicate	How to install Minecraft (Client)	How do I remove Oracle Java 7 from Ubuntu 11.10
non-duplicate	Failed Firmware for Linux Kernel Update	Is it safe to install the Nvidia drivers in Ubuntu 13.04?
non-duplicate	XCompose not working for high level Unicode characters	What does "broadcast" mean in ubuntu server?
non-duplicate	I have 3 updates that won't update	Applications to replace iTunes for iPod synchronization?
non-duplicate	"quickly design" and ubuntu 13.10?	I am having problems booting after I installed Ubuntu. How can I collect information to diagnose and fix the problem?
non-duplicate	How do I export all the Python docs of a package and get it into Devhelp?	Problems with wireless connection using Broadcom Corporation BCM4352 802.11ac Wireless Network Adapter
non-duplicate	Battery not detected	Suspends from KDE, wakes in unity?
non-duplicate	Installing tar.gz	Losing minimized app instances
duplicate	Is there a way to view notification history?	NotifyOSD history
non-duplicate	MySQL Workbench for Ubuntu 12.04 LTS	Networking stopped working on Ubuntu 10.04
non-duplicate	Extracting images from video in 1 minute intervals	How to get around "failed to set mode on [CRTC:6]" errors during installation?
duplicate	How do I install latest PHP in supported Ubuntu versions (like 5.4.x in Ubuntu 12.04)?	PHP5 Ubuntu not updated?
non-duplicate	How to calibrate battery on ubuntu 13.10	How can I install Ubuntu 'alongside' Lubuntu?
non-duplicate	How to automatically mount hibernated NTFS to read-only?	Hows to set Skype shortcut for opening existing instance?
non-duplicate	knotes note location	How do I prevent suggestions in the location bar in Firefox with history empty?
duplicate	How to download all files from Ubuntu One?	Is there a way to download all of my Ubuntu One files?
non-duplicate	adobe connect add in not installed error in both chrome and firefox in Ubuntu 12.10	How to flush DNS in Ubuntu 13.10?
duplicate	Installing Ubuntu on a Pre-Installed Windows 8 (64-bit) System (UEFI Supported)	Cannot load GUI
duplicate	How to install Ubuntu on VirtualBox?	Installation problems while using VirtualBox on Windows XP
duplicate	Is there a tool for web based system administration?	Managing an Ubuntu Server
duplicate	How do I get a Broadcom BCM43225 wireless card working?	BCM43225 wireless card has connectivity problems
non-duplicate	no internet with a Realtec RTL 8111/8168B chip set	Computer freezes
duplicate	How does Unity work in multi-monitor configurations?	How does /will Unity handle multiple monitors?
duplicate	How do I install Ubuntu to a USB key? (without using Startup Disk Creator)	Make a bootable USB for Ubuntu
non-duplicate	Problem when opening nvidia x server settings program	How to install Diablo 2 Lord of Destruction?
non-duplicate	touchpad behavior with click and hold	Weird Sound Issues
duplicate	How to install software or upgrade from old unsupported release?	unable upgrade 11.10
non-duplicate	Software-center disappeared from Launcher and won't work after re-install	Is Ubuntu elder-friendly?
non-duplicate	Will my Ubuntu Touch be compatible with Samsung Galaxy Ace?	Ubuntu for Acer netbooks?
duplicate	How to delete files from Ubuntu One?	How to delete files/folder from ubuntu one cloud
non-duplicate	Copy folders/files with permission denied error.. even with sudo nautilus	deleted ubuntu touch from galaxy nexus, now there is no os, how can i sideload os from windows
non-duplicate	How to mount a CD/DVD in DOSBOX?	Can't Switch Focus to Rhythmbox with Unity
duplicate	Light easy to use Presentation software	Is there any other software that can make PPT except libreoffice impress?
non-duplicate	Using rsync with exclude/include	SSLStrip+ARPSpoof+Ettercap does nothing
duplicate	Why can't I install Ubuntu or Wubi on a Windows Dynamic Disk?	Getting an error while using Wubi installing
non-duplicate	Loud fans - Dell studio 1558	command "service nova-compute start" and the errors
duplicate	Problems upgrading to Python 3.3 and setting up Django	Changing symlink "python" to "python3" causes problems
non-duplicate	How to have pidgin chat windows open up on all workspaces?	how to upgrade to latest version of ubuntu?
duplicate	How do you run Ubuntu Server with a GUI?	How can I enable GUI mode at Ubuntu LTS 12.04 server?
duplicate	Is it possible to extend the disk space available to a wubi install?	How can I make the Wubi installation partition bigger? 
duplicate	One click shutdown Ubuntu and load into alternative bootup	Boot Windows OS by clicking on an icon in Ubuntu
non-duplicate	Unable to connect to secured wifi	Couldn't find package dd
duplicate	Why are my speakers working but not my headphones?	Is there a way to disable auto-switch output channel when I connect headphones?  
non-duplicate	How to install dictionaries for GoldenDict?	Separate keyboard shortcuts for switching between keyboard layouts
non-duplicate	Calc formulas show up in English, how can I use them in my native language?	Optimize Ubuntu 13.04 for netbook (Dell Mini 10v)
non-duplicate	How do I prepare for Dual Boot Windows7 & Ubuntu	How get ATI fan noice down, HD4870 on newer Ubuntu?
non-duplicate	Ubuntu 12.04 LTS Network Icon Mistaken	Headphone don't work
non-duplicate	Two monitors with intel HD 4000 and module i915	Xubuntu/Windows 7 Dual Boot - Video Issue
duplicate	What's the application extension? (aka .exe, .app, etc.)	Show file extension in file name
duplicate	Fixing software center catalog	Unable to install any packages
duplicate	How do I remove a malformed line from my sources.list?	I was trying to update and I received this error
non-duplicate	How can I make Pidgin a single-window application?	Compiz Clampdown?
non-duplicate	Starting openvpn client automatically at boot	Why isnt there an Ubuntu release name starting with C (and A)
non-duplicate	Upgrade from 13.04 to 14.04	If I want to download a game, but it's only for windows, how do I download it?
non-duplicate	Install Ubuntu on vista	errno=-32 is showing up on installation of ubuntu 12
duplicate	amd64 virtual machine in virtualbox	Unable to run Ubuntu on Virtual box: Kernel require X86-6PU
duplicate	What hardware does Ubuntu Touch support?	When will Ubuntu Touch be available for Xperia Tipo release
duplicate	Can files/directories deleted from terminal be restored?	Command to move a file to Trash via Terminal
non-duplicate	How can I troubleshoot problems with an Intel wireless card?	Is there a way to add Mozilla Thunderbird to the messaging menu?
non-duplicate	how to use usb tethering in ubuntu running pandaboard ,to use internet in host pc?	mplayer does not disable screensaver
duplicate	How to migrate user settings and data to new machine?	Before making a clean install, how do I detect configuration changes in the current system?
duplicate	Ubuntu Software Center not working - "Check Your Internet Connection"	Problems in updating ubuntu 12.04
non-duplicate	Sound not coming from speakers on 13.04	How do I remove items from the Places section of the Files sidebar?
non-duplicate	Change boot order using efibootmgr	how to delete programs in ubuntu 14.04
duplicate	Unity doesn't load, no Launcher, no Dash appears	Ubuntu 12.04, Unity launcher missing
non-duplicate	Can't get the shared clipboard to work on Ubuntu 14.04	Samsung Galaxy S2 in download mode breaks lsusb
non-duplicate	Why does my machine suddenly not allow the "sudo" command?	Scanning software
non-duplicate	dual monitor problem on gnome shell	Packet loss between guests under kvm-qemu
duplicate	What hardware does Ubuntu Touch support?	Installation of Ubuntu mobile OS on Sony ericsson live with Walkman
non-duplicate	How to install Ethereum?	How to format Home partition!
duplicate	What is the Unity HUD and how can I install it on my system?	What does the Alt HUD do? 12.04
duplicate	How do I get an Atheros AR8162 working?	12.04 does not detect eth0(Atheros AR8162 )
non-duplicate	How do i create a wifi - hotspot using my wired connection?	Removing Ubuntu from a dual-boot setup with Windows
non-duplicate	Windows 7 professional won't boot after installing ubuntu 11.10 alongside	How do I hide hidden files in gnome-do? Is the plug-in broken?
non-duplicate	Changing permissions on a drive owned by root	Two ip address for a one mac address
duplicate	How to fix "The system is running in low-graphics mode" error?	More problems in one
duplicate	Skype 2.2.0.25 keeps going off	Skype aborted when starting
non-duplicate	squid interfering with apt-get?	Which is the correct ISO file to download Ubuntu 13.04 on a laptop with an Intel Core i5 processor?
duplicate	How do I install Adobe Flash player?	Ubuntu 12.10 firefox v19.0 fails to install missing plugins for adobe flash
duplicate	How do I fix a "Problem with MergeList" or "status file could not be parsed" error when trying to do an update?	Software Center crashes. Please help!
duplicate	Installing packages in multiple systems	Repository Package Transfer
non-duplicate	Installing Sun Java JRE, JDK?	Shortcuts no longer work for move window to left/right of screen in 12.04
duplicate	What download managers are available for Ubuntu?	Looking for a download manager
non-duplicate	What piece of the last update could break keyboard switcher, systray, clipboard and Adobe Flash in Xubuntu 11.04?	What is cost of kernel-mode switch on Ubuntu?
non-duplicate	dns is fine but www don't work	Is there a program in Ubuntu repositories that will keep a clipboard history for me?
non-duplicate	How to log into multiple accounts in Hotot 0.9.8.10	Ubuntu 13.10, bumblebee and power management problem
non-duplicate	How to Open terminal and Embed Terminal To Nautilus File Browser?	External monitors not detected with dual GPU Xubuntu 13.10/14.04
duplicate	Why are Flash applications so sluggish/crashy?	Why is my video playback always bad?
duplicate	Ubuntu gets stuck in a Login Loop	Login Loop on default desktop
duplicate	Why was Wubi Removed from 13.04+	Is there wubi for Ubuntu 13.10
non-duplicate	Silently install ubuntu using wubi - Wubi frontend modification	Inspiron 7520 Suspend/hibernate problem Ubuntu 64 bit
duplicate	How to back up a system?	Can i get a backup of ubuntu?
duplicate	Can I move the Unity launcher?	can I move the Launcher to the right side? left side is too distracting to me
non-duplicate	Is it possible to keep nm-applet running between invocations of WM startup?	black flickering lines showing on the screen after booting ubuntu 12.04.3 in my vaio sve15136cn (dual boot with win8) amd radeon 7500M
non-duplicate	Connecting laptop to a TV and use mirror screen	Installing FTP and adding user to FTP account
non-duplicate	Nexus 7 - adbd cannot run as root in production builds (Ubuntu Touch install)	How do I remove the shortcut buttons/toolbar from emacs?
duplicate	Ubuntu not showing up on boot menu after Wubi installation	Boot menu has a problem I can not boot Ubuntu or anything because the menu does not show
non-duplicate	Notebook freezes when running Chrome: how can I limit the RAM available to Chrome?	Can I upgrade to 10.10 from a Qimo installation?
non-duplicate	After upgrading to 12.04 lts server, the mouse is intermittently working	When I use Super+Prt Scr I get a transparent file
non-duplicate	Sound issue with Banshee, Rhythmbox	Gedit 3.6.1, how to increase the number of recent files from its default of 5?
non-duplicate	Upgrade Ubuntu LTS to a Version that supports MacBook retina	How can I show the Unity launcher with the mouse?
non-duplicate	Wireless connects, but no internet access	Ralink rt5390 driver problem
duplicate	What should I do when Ubuntu freezes?	Ubuntu 12.04 / 12.10 Randomly Freezing - nVidia?
non-duplicate	Realtek 8188E not working after routine update	kismet on BCM43227
duplicate	Can't open Software Center due to a malformed line	Cannot run command sudo apt-get update and getting error
duplicate	What is the correct way to completely remove an application?	How do I completely uninstall and old version of Redis?
non-duplicate	Unable to locate package add-apt-repository error	How to print from sites that normally require OS X or Windows?
non-duplicate	How to let NetworkManager manage WLAN interface after upgrade?	Doubt : About dual boot(14.04 with Windows 7)
duplicate	How do I install and use the latest version of GNOME?	Can't install Gnome-Shell in ubuntu 11.10
non-duplicate	How do I route my internet through a SSH tunnel?	gnome-shell : command to launch message tray
non-duplicate	this kernel require an x86-64 cpu,	ubuntu full to ubuntu mini
duplicate	I can't install Thunderbird	make command not work - Assembler messages
non-duplicate	xrandr is being overriden, nvidia optimus dual screen setup	Authentication problem-I can't enable my wireless driver
non-duplicate	Could not apply stored configuration for monitors , resolution changed both in windows and ubuntu	Prefer home WiFi network over mobile broadband WiFi
duplicate	How to recover deleted files?	File-Recovery in Ubuntu
duplicate	How to install all existing media codecs?	Can't open .wmv video files
duplicate	What is the safest way to clean up /boot partition?	/boot partition keeps running out of space
non-duplicate	Install Wine64 after compilation	Ubuntu 12.04 Nvida 550ti drivers
duplicate	What is the easiest way to strip a desktop edition to a server edition?	Reinstall Server over Desktop
duplicate	How do I change the computer name?	How should I change My Computer Name?
non-duplicate	USB Ports driver problem	Can I reformat a disk partition in order to install Windows alongside Ubuntu?
duplicate	What hardware does Ubuntu Touch support?	Will Ubuntu Touch work on my tablet or phone?
non-duplicate	Problem with Ubuntu Software Center download rate	How to remove Chromium browser without removing Lubuntu Desktop
duplicate	How to prevent Thunderbird from updating automatically?	Stop Ubuntu from upgrading with specific updates
duplicate	How do I install Ubuntu?	Installing ubuntu (DUAL BOOT)
non-duplicate	IBM Thinkpad T21, Pentium III 900MHz CPU, 512 MB RAM; Lubuntu? (Variety?)	Where do these boot problems come from?
duplicate	The Medibuntu Project has come to an end - what do I do now?	Software Updater will not Update : GPG error : signatures were invalid:
duplicate	Panic occurred switching to text console in netbook	How to fix "panic occured switching to text console"?
duplicate	How do I remove or hide old kernel versions to clean up the boot menu?	How to remove kernels from previous release?
duplicate	Installing Broadcom Wireless Drivers	No Wireless Networks, BCM4313
non-duplicate	What git repository do the mainline kernel ppa builds come from, and are any changes made?	Can I use elementary's workspace switcher in Ubuntu?
non-duplicate	How to fix MBR partition prior to Ubuntu Installation? A partition overlaps GPT backup sectors	Has anyone deployed Swift in an OpenStack environment using Juju?
duplicate	How to revert to GNOME Classic Desktop?	Big ugly icons in notification area
duplicate	What lenses for Unity are available?	Which Unity Lenses are available with Ubuntu 13.04?
non-duplicate	Login to black screen with cursor	Kubuntu 14.04 hangs on logo while startup
duplicate	How do I get my Broadcom BCM4313 working correctly?	Unable to create/connect to wireless on a Dell n4050 with a BCM4313
non-duplicate	Different multi-monitor setups	Java doesn't work
non-duplicate	About Repository	Map a key to open terminal and execute commands
duplicate	What are Unity's keyboard and mouse shortcuts?	Is there a shorcut to access the last files used?
non-duplicate	Can We install ubuntu 4.10 on virtualbox?	Unsupported Locale setting
duplicate	My computer boots to a black screen, what options do I have to fix it?	I cannot boot to Ubuntu when I upgrade to 13.10 from 13.04
duplicate	How can I install software or packages without Internet (offline)?	Download all ubuntu packages
non-duplicate	Crackling Sound after latest update	Installing Ubuntu 14.04 on 2nd HDD of Win8.1 Machine
duplicate	What should I do when Ubuntu freezes?	How to do end task similar to that in Windows?
duplicate	What hardware does Ubuntu Touch support?	Ubuntu touch installation on Trekstor Xiron 10.1 Tablet?
non-duplicate	How do I install a .tar.gz (or .tar.bz2) file?	USB ethernet adapter: 'Cable unplugged' message while plugged in
non-duplicate	Integrating MOC/P (Music on Console Player) with sound menu	Why did Ubuntu and Windows start hanging mysteriously after I took a vacation?
non-duplicate	My Ubuntu shortcuts arent persistent	Cannot locate software (gnuplot) in drive or synaptic but showing in terminal
duplicate	My computer boots to a black screen, what options do I have to fix it?	ubuntu 12.10 final not booting
non-duplicate	Getting the E-book reader	Resin Server - Can't install into Eclipse kepler
duplicate	Unity doesn't load, no Launcher, no Dash appears	unity gone, no desktop. struggle to get back
non-duplicate	12.04 Boot Issue: Black screen possibly relate to hibernation	Configure volume max range to be about 150% or find good Beats Audio driver?
duplicate	Can wubi harm my PC?	Is Wubi completely safe?
non-duplicate	Error while trying to install wine 1.3	ltsp: fat client with motion -> dropbox upload
duplicate	Touchpad Insensitive	Samsung rv515 trackpad issues
duplicate	What should I do when Ubuntu freezes?	screen freeze on 13.04
duplicate	How do Fn keys work?	Fn function on Das Keyboard Model S doesn't work
non-duplicate	Install and share Canon Lide 110 on the network	Documents stuck in printer queue
duplicate	How do I set up remote desktop?	Get Ubuntu Anywhere?
duplicate	Installing Broadcom Wireless Drivers	Ubuntu shows that i'm in offline mode while trying to connect to internet
non-duplicate	How to install X.org drivers and be able o boot a	How to change the default volume name?
non-duplicate	Playonlinux won't download: 14.04	How to add icon of device on unity launcher?
non-duplicate	Picking a Partition in installer	How official Daily builds are compiled?
non-duplicate	Installed12.04 LTS 64-bit results in 32-bit OS	I'd like some help installing and running Minecraft on Lubuntu 13.10
